Applicant Name,Funding Band,Alternative Name,Area,ACE Region,ONS Region,Discipline,Portfolio funded in 2015-18?,Portfolio funding 15/16 - £,Portfolio funding 16/17 - £,Portfolio funding 17/18 - £,TOTAL Portfolio funding 15/18 - £,Portfolio grant 18/19 - £,Portfolio grant 19/20 - £,Portfolio grant 20/21 - £,Portfolio grant 21/22 - £,TOTAL Portfolio grant 18/22 - £,Funding Source (GIA or LOT),% Cash change between 17/18 and 18/19,Notes,Local Authority,Web address,Funding Source Description,Funding Band Description,Bridge Organisation,Technical Uplift,Technical Reduction,Museum Development
Theatre Hullabaloo,2,Cleveland Independent Theatre Company Ltd,North,North East,North East,Theatre,True,250318,250318,250318,750954,250318,250318,250318,250318,1001272,GIA,0,,Darlington,http://www.theatrehullabaloo.org.uk,Grant in Aid,Band 2,False,False,False,False
Theatre in the Mill,1,University of Bradford,North,Yorkshire,Yorkshire and The Humber,Theatre,True,40271,40271,40271,120813,120171,120171,120171,120171,480684,GIA,1.9840436798219927,,Bradford,http://www.brad.ac.uk/theatre/,Grant in Aid,Band 1,False,False,False,False
Theatre Peckham,1,,London,London,London,Theatre,True,142924,142924,142924,428772,142924,142924,142924,142924,571696,GIA,0,,Southwark,http://www.theatrepeckham.co.uk,Grant in Aid,Band 1,False,False,False,False
Theatre Royal (Plymouth) Ltd,3,,South West,South West,South West,Theatre,True,1185500,1185500,1185500,3556500,1185500,1185500,1185500,1185500,4742000,GIA,0,,Plymouth,http://www.theatreroyal.com/,Grant in Aid,Band 3,False,False,False,False
Theatre-Rites,1,,London,London,London,Theatre,True,240389,240389,240389,721167,240389,240389,240389,240389,961556,GIA,0,,Tower Hamlets,http://www.theatre-rites.co.uk,Grant in Aid,Band 1,False,False,False,False
Third Angel,1,,North,Yorkshire,Yorkshire and The Humber,Theatre,True,120000,120000,120000,360000,120000,120000,120000,120000,480000,LOT,0,,Sheffield,http://www.thirdangel.co.uk,National Lottery,Band 1,False,False,False,False
Threshold Studios,1,,Midlands,East Midlands,East Midlands,Visual arts,True,80463,80463,80463,241391,80464,80464,80464,80464,321856,GIA,2.3766569112221718e-06,,Northampton,http://www.thresholdstudios.tv,Grant in Aid,Band 1,False,False,False,False
Tiata Fahodzi Ltd,1,,South East,East,East of England,Theatre,True,146500,146500,146500,439500,210000,210000,210000,210000,840000,GIA,0.4334470989761092,,Watford,http://www.tiatafahodzi.com,Grant in Aid,Band 1,False,False,False,False
TIN Arts,1,,North,North East,North East,Dance,True,81453,81453,81453,244359,81453,81453,81453,81453,325812,GIA,0,,County Durham,http://www.tinarts.co.uk,Grant in Aid,Band 1,False,False,False,False
Tobacco Factory Theatres,1,,South West,South West,South West,Theatre,True,60348,60348,60348,181044,60348,60348,60348,60348,241392,GIA,0,,"Bristol, City of",http://www.tobaccofactorytheatres.com,Grant in Aid,Band 1,False,False,False,False
Together! 2012 CIC,1,,London,London,London,Not discipline specific,False,0,0,0,0,60000,60000,60000,60000,240000,GIA,,,Newham,http://www.together2012.org.uk,Grant in Aid,Band 1,False,False,False,False
Told by an Idiot,1,,London,London,London,Theatre,True,168214,168214,168214,504642,168214,168214,168214,168214,672856,GIA,0,,Camden,http://www.toldbyanidiot.org,Grant in Aid,Band 1,False,False,False,False
Tom Dale Company,1,,Midlands,East Midlands,East Midlands,Dance,False,0,0,0,0,157600,157600,157600,157600,630400,LOT,,,Nottingham,http://www.tomdale.org.uk,National Lottery,Band 1,False,False,False,False
Tomorrow's Warriors Ltd,1,,London,London,London,Music,True,208744,208744,208744,626232,208744,208744,208744,208744,834976,GIA,0,,Harrow,http://www.tomorrowswarriors.org,Grant in Aid,Band 1,False,False,False,False
Towner Art Gallery,2,,South East,South East,South East,Visual arts,True,359350,359350,359350,1078050,359350,359350,359350,359350,1437400,GIA,-9.109494970875846e-07,,Eastbourne,http://townereastbourne.org.uk,Grant in Aid,Band 2,False,False,False,False
Travaux Sauvages Ltd t/a Wildworks,1,,South West,South West,South West,Theatre,True,206188,206188,206188,618565,206189,206189,206189,206189,824756,LOT,2.3766569111868835e-06,,Cornwall,http://www.wildworks.biz,National Lottery,Band 1,False,False,False,False
Travelling Light Theatre Company,1,,South West,South West,South West,Theatre,True,202000,202000,202000,606000,202000,202000,202000,202000,808000,LOT,0,,"Bristol, City of",http://www.travellinglighttheatre.org.uk,National Lottery,Band 1,False,False,False,False
Triangle Arts Trust,2,,London,London,London,Visual arts,True,284866,284866,284866,854598,284866,284866,284866,284866,1139464,GIA,0,,Lambeth,http://www.gasworks.org.uk,Grant in Aid,Band 2,False,False,False,False
Tricycle Theatre,2,,London,London,London,Theatre,True,729518,729518,729518,2188555,829519,829519,829519,829519,3318076,GIA,0.13707734345301026,,Brent,http://www.tricycle.co.uk,Grant in Aid,Band 2,False,False,False,False
Tullie House Museum and Art Gallery,3,,North,North West,North West,Museums,True,1045165,1045165,1045165,3135495,1165861,1165861,1165861,1165861,4663444,GIA,0.11548033085685036,Technical Uplift - Tullie House is the lead organisation of a consortium. Another 2015-2018 National Portfolio Organisation has joined the consortium for 2018-2022. The technical uplift is the cumulative amount allocated to these organisations,Carlisle,http://www.tulliehouse.co.uk,Grant in Aid,Band 3,False,True,False,False
Turner Contemporary,2,,South East,South East,South East,Visual arts,True,574961,574961,574961,1724883,669473,669473,669473,669473,2677892,GIA,0.1643798448938276,,Thanet,http://www.turnercontemporary.org,Grant in Aid,Band 2,False,False,False,False
"Turner Sims, Southampton",1,University of Southampton - Turner Sims,South West,South West,South East,Music,True,43122,43122,43122,129366,43122,43122,43122,43122,172488,GIA,-9.10949497101083e-07,,Southampton,http://www.turnersims.co.uk,Grant in Aid,Band 1,False,False,False,False
tutti frutti productions,1,,North,Yorkshire,Yorkshire and The Humber,Theatre,True,178703,178703,178703,536109,178703,178703,178703,178703,714812,GIA,0,,Leeds,http://www.tutti-frutti.org.uk,Grant in Aid,Band 1,False,False,False,False
Tyne & Wear Archives & Museums,SSO,,North,North East,North East,Museums,True,156936,156936,156936,470808,156936,156936,156936,156936,627744,GIA,0,Museum Development,Newcastle upon Tyne,https://twmuseums.org.uk/,Grant in Aid,Sector Support Organisation,False,False,False,True
Tyne & Wear Archives & Museums,SSO,,North,North East,North East,Not discipline specific,True,500000,500000,500000,1500000,500000,500000,500000,500000,2000000,LOT,0,Bridge Organisation,Newcastle upon Tyne,https://twmuseums.org.uk/,National Lottery,Sector Support Organisation,True,False,False,False
Tyne & Wear Archives & Museums,3,,North,North East,North East,Museums,True,3136929,3136929,3136929,9410787,3136929,3136929,3136929,3136929,12547716,GIA,0,,Newcastle upon Tyne,https://twmuseums.org.uk/,Grant in Aid,Band 3,False,False,False,False
Tyneside Cinema,1,,North,North East,North East,Visual arts,True,124275,124275,124275,372825,124275,124275,124275,124275,497100,GIA,0,,Newcastle upon Tyne,http://www.tynesidecinema.co.uk,Grant in Aid,Band 1,False,False,False,False
UK Young Artists,1,,Midlands,East Midlands,East Midlands,Visual arts,False,0,0,0,0,150000,150000,150000,150000,600000,GIA,,,Charnwood,http://www.ukyoungartists.co.uk,Grant in Aid,Band 1,False,False,False,False
Unfolding Theatre,1,,North,North East,North East,Theatre,False,0,0,0,0,105000,105000,105000,105000,420000,LOT,,,Newcastle upon Tyne,http://www.unfoldingtheatre.co.uk,National Lottery,Band 1,False,False,False,False
Unicorn Theatre (Caryl Jenner Productions),3,,London,London,London,Theatre,True,1303884,1303884,1303884,3911652,1303884,1303884,1303884,1303884,5215536,GIA,0,,Southwark,https://www.unicorntheatre.com/,Grant in Aid,Band 3,False,False,False,False
Unity Theatre,2,,North,North West,North West,Combined arts,True,272000,272000,272000,816000,272000,272000,272000,272000,1088000,GIA,0,,Liverpool,http://www.unitytheatreliverpool.co.uk,Grant in Aid,Band 2,False,False,False,False
University of Cambridge Museums,3,University of Cambridge,South East,East,East of England,Museums,True,1454754,1454754,1454754,4364262,1212754,1212754,1212754,1212754,4851016,GIA,-0.1663511494039542,"Technical reduction (£142,000 p/a) - For 2015-18 University of Cambridge Museums is a Major Partner Museum consortium, which includes a partnership with National Portfolio Organisation Kettle’s Yard. For 2018-22, UCM will be a NPO and so will no longer have the same funding partnership with Kettle’s Yard. The technical reduction reflects the amount of funding that had been allocated to Kettle’s Yard through the Major Partner Museum partnership.",Cambridge,http://www.museums.cam.ac.uk/,Grant in Aid,Band 3,False,False,True,False
University of Derby Theatre limited,2,,Midlands,East Midlands,East Midlands,Theatre,True,500000,500000,500000,1500000,795000,795000,795000,795000,3180000,GIA,0.59,,Derby,http://www.derbytheatre.co.uk,Grant in Aid,Band 2,False,False,False,False
"University of Leicester, Attenborough Arts Centre",1,University of Leicester,Midlands,East Midlands,East Midlands,Combined arts,True,50289,50289,50289,150869,207000,207000,207000,207000,828000,GIA,3.116136249114746,,Leicester,http://www.attenborougharts.com,Grant in Aid,Band 1,False,False,False,False
University of Oxford,3,,South East,South East,South East,Museums,True,1456938,1456938,1456938,4370814,1316938,1316938,1316938,1316938,5267752,GIA,-0.09609194076892771,,Oxford,http://www.glam.ox.ac.uk,Grant in Aid,Band 3,False,False,False,False
University of the Arts London – Afterall,1,University of the Arts London,London,London,London,Visual arts,True,65641,65641,65641,196923,70641,70641,70641,70641,282564,GIA,0.0761719047546503,,Camden,http://www.afterall.org,Grant in Aid,Band 1,False,False,False,False
University of the Arts London (trading as Artquest),SSO,University of the Arts London,London,London,London,Visual arts,True,125054,125054,125054,375162,125054,125054,125054,125054,500216,GIA,0,,Camden,http://www.artquest.org.uk/,Grant in Aid,Sector Support Organisation,False,False,False,False
University of Warwick,2,,Midlands,West Midlands,West Midlands,Combined arts,True,492113,492113,492113,1476340,492114,492114,492114,492114,1968456,GIA,1.008661852164942e-06,,Coventry,http://warwickartscentre.co.uk,Grant in Aid,Band 2,False,False,False,False
Unlimited Theatre,1,No Size Fits All Productions Ltd,North,Yorkshire,Yorkshire and The Humber,Theatre,True,166118,166118,166118,498355,166119,166119,166119,166119,664476,GIA,2.6920997907523706e-06,,Leeds,http://unlimited.org.uk,Grant in Aid,Band 1,False,False,False,False
UP Projects,1,,London,London,London,Visual arts,True,100580,100580,100580,301740,100580,100580,100580,100580,402320,GIA,0,,Tower Hamlets,http://upprojects.com,Grant in Aid,Band 1,False,False,False,False
Upswing Aerial Limited,1,,London,London,London,Theatre,True,115667,115667,115667,347001,115667,115667,115667,115667,462668,LOT,0,,Tower Hamlets,http://www.upswing.org.uk,National Lottery,Band 1,False,False,False,False
Urban Development Ltd,1,,London,London,London,Music,True,150870,150870,150870,452610,150870,150870,150870,150870,603480,GIA,0,,Newham,http://www.urbandevelopment.co.uk,Grant in Aid,Band 1,False,False,False,False
Vamos Theatre Company,1,,Midlands,West Midlands,West Midlands,Theatre,False,0,0,0,0,200000,200000,200000,200000,800000,LOT,,,Worcester,http://www.vamostheatre.co.uk,National Lottery,Band 1,False,False,False,False
Vane Contemporary Art Limited,1,,North,North East,North East,Visual arts,True,60406,60406,60406,181218,60406,60406,60406,60406,241624,GIA,0,,Newcastle upon Tyne,http://www.vane.org.uk,Grant in Aid,Band 1,False,False,False,False
Venture Arts,1,,North,North West,North West,Visual arts,False,0,0,0,0,105000,105000,105000,105000,420000,GIA,,,Manchester,http://www.venturearts.org,Grant in Aid,Band 1,False,False,False,False
Vincent Dance Theatre,1,,South East,South East,South East,Dance,True,261762,261762,261762,785286,249999,249999,249999,249999,999996,GIA,-0.044937767896027686,,Brighton and Hove,http://www.vincentdt.com,Grant in Aid,Band 1,False,False,False,False
Vital Xposure,1,,London,London,London,Theatre,True,100580,100580,100580,301740,100580,100580,100580,100580,402320,LOT,0,,Hackney,http://vitalxposure.co.uk,National Lottery,Band 1,False,False,False,False
Viva Chamber Orchestra Ltd,1,,Midlands,East Midlands,East Midlands,Music,True,192106,192106,192106,576320,192107,192107,192107,192107,768428,GIA,1.2052348339756424e-06,,Derby,http://www.vivaorch.co.uk,Grant in Aid,Band 1,False,False,False,False
Vivid Projects,1,,Midlands,West Midlands,West Midlands,Visual arts,False,0,0,0,0,74500,74500,74500,74500,298000,LOT,,,Birmingham,http://vividprojects.org.uk,National Lottery,Band 1,False,False,False,False
VocalEyes,SSO,,National,London,London,Theatre,True,175810,175810,175810,527430,223811,223811,223811,223811,895244,GIA,0.2730277003583414,,Tower Hamlets,http://www.vocaleyes.co.uk,Grant in Aid,Sector Support Organisation,False,False,False,False
Voluntary Arts Network,SSO,,National,West Midlands,WALES,Not discipline specific,True,95826,95826,95826,287480,165827,165827,165827,165827,663308,GIA,0.7304875011128885,,Cardiff,http://www.voluntaryarts.org,Grant in Aid,Sector Support Organisation,False,False,False,False
Wakefield Council – Museums,1,Wakefield Metropolitan District Council ,North,Yorkshire,Yorkshire and The Humber,Museums,False,0,0,0,0,205000,205000,205000,205000,820000,GIA,,,Wakefield,-,Grant in Aid,Band 1,False,False,False,False
Walk The Plank,1,,North,North West,North West,Combined arts,True,145656,145656,145656,436969,145657,145657,145657,145657,582628,GIA,2.292931790419106e-06,,Salford,http://www.walktheplank.co.uk,Grant in Aid,Band 1,False,False,False,False
Walsall Council,2,,Midlands,West Midlands,West Midlands,Visual arts,True,881487,881487,881487,2644461,881487,881487,881487,881487,3525948,GIA,-3.5310444702912363e-07,,Walsall,http://thenewartgallerywalsall.org.uk,Grant in Aid,Band 2,False,False,False,False
Wasafiri Ltd,1,,London,London,London,Literature,True,59413,59413,59413,178239,59413,59413,59413,59413,237652,GIA,0,,Lewisham,http://wasafiri.org,Grant in Aid,Band 1,False,False,False,False
Watermill Theatre,2,,South East,South East,South East,Theatre,True,450385,450385,450385,1351157,450386,450386,450386,450386,1801544,LOT,5.69263134138307e-07,,West Berkshire,http://watermill.org.uk,National Lottery,Band 2,False,False,False,False
Watershed Arts Trust Ltd,2,,South West,South West,South West,Combined arts,True,744289,744289,744289,2232867,744289,744289,744289,744289,2977156,GIA,0,,"Bristol, City of",http://watershed.co.uk,Grant in Aid,Band 2,False,False,False,False
Waterside Artists Co-operative Limited,1,,North,Yorkshire,Yorkshire and The Humber,Combined arts,True,67078,67078,67078,201236,67079,67079,67079,67079,268316,GIA,4.058335765206119e-06,,North Lincolnshire,http://www.the-ropewalk.co.uk,Grant in Aid,Band 1,False,False,False,False
Watts Gallery Trust,1,,South East,South East,South East,Museums,False,0,0,0,0,100000,100000,100000,100000,400000,GIA,,,Guildford,http://www.wattsgallery.org.uk,Grant in Aid,Band 1,False,False,False,False
Wavendon Allmusic Plan Ltd,2,,South East,South East,South East,Music,True,379222,379222,379222,1137668,379223,379223,379223,379223,1516892,GIA,3.175277170457874e-07,,Milton Keynes,http://www.stables.org,Grant in Aid,Band 2,False,False,False,False
Welsh National Opera,3,,Midlands,West Midlands,WALES,Music,True,6123000,6123000,6123000,18369000,6123000,6123000,6123000,6123000,24492000,LOT,0,,Cardiff,http://wno.org.uk,National Lottery,Band 3,False,False,False,False
West Yorkshire Print Workshop,1,,North,Yorkshire,Yorkshire and The Humber,Visual arts,True,54366,54366,54366,163099,54366,54366,54366,54366,217464,GIA,-6.448688620523138e-06,,Kirklees,http://www.wypw.org,Grant in Aid,Band 1,False,False,False,False
Whitechapel Gallery,3,,London,London,London,Visual arts,True,1510168,1510168,1510168,4530504,1510168,1510168,1510168,1510168,6040672,GIA,0,,Tower Hamlets,http://www.whitechapelgallery.org/,Grant in Aid,Band 3,False,False,False,False
Whitstable Biennale,1,,South East,South East,South East,Visual arts,False,0,0,0,0,240000,240000,240000,240000,960000,GIA,,,Canterbury,http://www.whitstablebiennale.com,Grant in Aid,Band 1,False,False,False,False
Wiltshire Music Centre Trust Ltd,1,,South West,South West,South West,Music,True,101675,101675,101675,305025,101675,101675,101675,101675,406700,GIA,0,,Wiltshire,http://www.wiltshiremusic,Grant in Aid,Band 1,False,False,False,False
